year,idrbd,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,LATITUD,LONGITUD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL
2017,8371,2,ESC.CON INTERNADO JOSE MIGUEL CARRERA,,69253000,1,11,111,11102,LAGO VERDE,111,COIHAIQUE,2,1,1,-4423953416,-7185021853,0,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8372,0,ESCUELA RURAL CON INTERNADO LA TAPERA,,69253000,1,11,111,11102,LAGO VERDE,111,COIHAIQUE,2,1,1,-4512473263,-7169065605,0,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8373,9,ESCUELA RURAL SOBERANIA RIO CISNES,,69253000,1,11,111,11102,LAGO VERDE,111,COIHAIQUE,2,1,1,-4449801946,-7131328338,0,110,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8374,7,ESCUELA  DESPERTAR,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,0,-45410854,-7268833,0,212,216,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8375,5,LICEO POLITECNICO DE AYSEN,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,0,-4541378428,-7268810682,1,110,363,510,610,810,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8376,3,ESCUELA BASICA MUNICIPAL POETISA GABRIELA MISTRAL,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,0,-4539674958,-7268807362,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8377,1,ESCUELA AYSEN,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,0,-4540789503,-7269750844,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8379,8,ESCUELA PEDRO AGUIRRE CERDA,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,1,-4540351525,-7269735698,1,10,110,363,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8380,1,LICEO MANIHUALES,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,0,-4512360727,-7214872323,1,10,110,310,363,0,0,0,0,0,1,1,1,,GRATUITO,SIN INFORMACION
2017,8382,8,ESCUELA CARLOS CONDELL,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,1,-4539933396,-7268609539,1,10,110,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8384,4,ESCUELA ALMIRANTE SIMPSON,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,0,-4540751532,-7270072081,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8385,2,ESCUELA GENERAL LUIS MARCHANT GONZALEZ,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,1,,,0,0,0,0,0,0,0,0,0,0,0,2,9,,SIN INFORMACION,SIN INFORMACION
2017,8386,0,ESCUELA RURAL LOS TORREONES,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,1,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,8388,7,ESCUELA GUIDO GOMEZ MUNOZ,,69240200,1,11,112,11202,CISNES,111,COIHAIQUE,2,1,0,-4472714245,-7268095073,1,10,110,299,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8389,5,ESCUELA AMANDA LABARCA HUBERSTONE,,69240200,1,11,112,11202,CISNES,111,COIHAIQUE,2,1,1,-4377730584,-7295303328,0,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8390,9,ESCUELA HAMBURGO,,69240200,1,11,112,11202,CISNES,111,COIHAIQUE,2,1,1,-4432458314,-7255667987,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8391,7,ESCUELA EUSEBIO IBAR SCHEPELER,,69240200,1,11,112,11202,CISNES,111,COIHAIQUE,2,1,1,-4396894414,-7240778986,1,10,110,310,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8392,5,LICEO MELINKA,,69253300,1,11,112,11203,GUAITECAS,111,COIHAIQUE,2,1,1,-4389662309,-7374421329,1,10,110,310,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8393,3,ESCUELA DE REPOLLAL,,69253300,1,11,112,11203,GUAITECAS,111,COIHAIQUE,2,1,1,-4388735875,-7387651638,0,110,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8394,1,LICEO LUISA RABANAL DE PALMA,,69240400,1,11,114,11401,CHILE CHICO,111,COIHAIQUE,2,1,0,-4654775349,-7171705198,1,110,310,510,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8397,6,ESCUELA TULIO BURGOS RIVERA,,69240400,1,11,114,11401,CHILE CHICO,111,COIHAIQUE,2,1,1,-4669518901,-7244677068,0,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8398,4,ESC. LIBERTADOR BERNARDO O�HIGGINS RIQUELME,,69240400,1,11,114,11401,CHILE CHICO,111,COIHAIQUE,2,1,1,-4684322067,-7270716239,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8399,2,ESCUELA DE PUERTO BERTRAND,,69240400,1,11,114,11401,CHILE CHICO,111,COIHAIQUE,2,1,1,-4701652672,-7282980163,0,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8401,8,ESCUELA GABRIELA MISTRAL,,69253100,1,11,114,11402,RIO IBA�EZ,111,COIHAIQUE,2,1,1,-4664456138,-7262028804,1,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8403,4,LICEO RURAL CERRO CASTILLO,,69253100,1,11,114,11402,RIO IBA�EZ,111,COIHAIQUE,2,1,1,-4612116541,-7215534346,1,110,310,610,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8404,2,ESCUELA AONIKENK,,69253100,1,11,114,11402,RIO IBA�EZ,111,COIHAIQUE,2,1,1,-4628865426,-7194058497,1,10,110,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8405,0,ESCUELA RURAL CARRETERA AUSTRAL,,69253100,1,11,114,11402,RIO IBA�EZ,111,COIHAIQUE,2,1,1,-4619492877,-7202686051,1,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8407,7,ESCUELA MARIA ANTONIETA PARRA MONSALVE,,69253100,1,11,114,11402,RIO IBA�EZ,111,COIHAIQUE,2,1,1,-4658289337,-7260540621,0,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8408,5,ESC.  BASICA  HERNAN MERINO CORREA,,69254500,1,11,113,11301,COCHRANE,111,COIHAIQUE,2,1,0,-472561316,-725728033,1,10,110,299,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8409,3,ESCUELA PIONEROS DEL SUR,,69253500,1,11,113,11302,O'HIGGINS,111,COIHAIQUE,2,1,1,-4847022445,-7256757224,1,10,110,299,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8410,7,ESCUELA MUNICIPAL CDTE LUIS BRAVO BRAVO,,69253400,1,11,113,11303,TORTEL,111,COIHAIQUE,2,1,1,-4779458277,-7353190183,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,11606,8,ESCUELA ANEXA ESC. E N 35,,69240300,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,2,1,1,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,11608,4,LICEO TECNICO PROFESIONAL JUAN PABLO II,,65432980,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-455727579,-7205896158,1,110,310,363,410,510,563,610,0,0,1,1,2,,GRATUITO,GRATUITO
2017,11609,2,ESCUELA MUNICIPAL MELIMOYU,,69240200,1,11,112,11202,CISNES,111,COIHAIQUE,2,1,1,-4407699339,-7308632833,0,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,11612,2,ESCUELA BASICA RIBERA SUR,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,0,-4541648718,-7268808974,1,10,110,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,16975,7,COLEGIO UNI�N FRATERNA,,76231946,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,,,1,10,110,0,0,0,0,0,0,0,1,1,9,,SIN INFORMACION,SIN INFORMACION
2017,16983,8,COLEGIO EL CASTILLO,,76328175,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,,,0,10,214,0,0,0,0,0,0,0,1,1,9,,SIN INFORMACION,SIN INFORMACION
2017,20361,0,COLEGIO TRAPANANDA,,76412647,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,,,1,165,363,0,0,0,0,0,0,0,1,1,9,,SIN INFORMACION,SIN INFORMACION
2017,20488,9,ESCUELA DE LENGUAJE Y PRE B�SICA  EL CAMINO,,77635370,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,,,0,10,214,0,0,0,0,0,0,0,1,1,9,,SIN INFORMACION,SIN INFORMACION
2017,24200,4,ESC.PART. ALMIRANTE ENRIQUE SIMPSON,,76077317,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4558522178,-720395729,0,0,0,0,0,0,0,0,0,0,0,3,3,,GRATUITO,GRATUITO
2017,24201,2,LICEO AUSTRAL LORD COCHRANE,,69254500,1,11,113,11301,COCHRANE,111,COIHAIQUE,2,1,0,-4472651054,-7267681922,1,310,363,510,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24202,0,COLEGIO COYHAIQUE,,71633000,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,4,3,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,24203,9,LICEO RAUL BROUSSAIN CAMPINO,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,0,-4540810157,-7269802031,1,110,310,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24204,7,LICEO ARTURO PRAT CHACON,,69240200,1,11,112,11202,CISNES,111,COIHAIQUE,2,1,0,-4558886463,-7264588304,1,310,810,0,0,0,0,0,0,0,1,1,1,,$1.000 A $10.000,GRATUITO
2017,24205,5,JARDIN INFANTIL ADVENTISTA DE COYHAIQUE,,82745300,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4557753,-7206494,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,24206,3,CENTRO INTEGRAL DE EDUCACI�N ALBORADA,,79920470,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4557778853,-7205286379,0,10,110,214,310,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24207,1,LICEO SAN JOSE U.R.,,78352780,1,11,112,11201,AISEN,111,COIHAIQUE,3,2,0,-4540502124,-726968964,0,110,310,0,0,0,0,0,0,0,1,1,2,,$1.000 A $10.000,GRATUITO
2017,24209,8,COLEGIO SAGRADA FAMILIA,,65114330,1,11,112,11201,AISEN,111,COIHAIQUE,3,2,0,-454072818,-7270066565,1,10,110,310,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,24210,1,ESC. PART.MADRE DE LA DIVINA PROVIDENCIA,,75998680,1,11,112,11202,CISNES,111,COIHAIQUE,3,2,1,-4541385118,-731657275,0,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,24212,8,COLEGIO ALIANZA AUSTRAL DE COYHAIQUE,,96701690,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4557210982,-7207773128,1,10,110,310,0,0,0,0,0,0,1,1,1,,$1.000 A $10.000,$50.001 A $100.000
2017,24213,6,COLEGIO SANTA TERESA DE LOS ANDES,,73643500,1,11,112,11201,AISEN,111,COIHAIQUE,3,2,0,-4539643784,-7266899055,1,10,110,310,0,0,0,0,0,0,1,1,2,,GRATUITO,$25.001 A $50.000
2017,24214,4,ESCUELA ALTAMIRA DE COYHAIQUE,,78655690,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4557202059,-7206185823,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24215,2,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,,69240300,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,2,1,0,-4557347,-7207032,0,165,363,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24216,0,ESCUELA BASICA DE CHILE CHICO,,69240400,1,11,114,11401,CHILE CHICO,111,COIHAIQUE,2,1,0,-4654609334,-7172392418,1,10,110,299,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,24217,9,ANEXO ESCUELA RURAL VALLE SIMPSON,,,9,11,111,11101,COIHAIQUE,111,COIHAIQUE,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,24218,7,ESC.NUESTRA SRA DE LA DIVINA PROVIDENCIA,,75998680,1,11,112,11202,CISNES,111,COIHAIQUE,3,2,1,-4466866727,-7283654583,0,110,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,24219,5,ESCUELA RURAL POLUX,,69240300,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,2,1,1,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,24220,9,ESCUELA ANEXA INDEPENDENCIA,,69240300,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,2,1,0,-455712,-7204952,0,165,363,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24221,7,COLEGIO ELUHUEN,,76128023,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4557353978,-7205610657,0,0,0,0,0,0,0,0,0,0,0,3,1,,GRATUITO,$50.001 A $100.000
2017,24222,5,COLEGIO YAHVEH JIREH,,77017210,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,2,9,,SIN INFORMACION,SIN INFORMACION
2017,24223,3,ESCUELA DE LENGUAJE KALEM,,76639890,1,11,112,11201,AISEN,111,COIHAIQUE,3,2,0,-454104,-72700424,0,214,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24224,1,COLEGIO ANTOINE DE SAINT EXUPERY,,65137974,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4557675956,-7207015209,1,10,110,310,0,0,0,0,0,0,1,1,2,,$1.000 A $10.000,GRATUITO
2017,24226,8,COLEGIO EL CAMINO DE LA FUENTE,,77635370,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4558823927,-7205695004,1,110,0,0,0,0,0,0,0,0,1,1,7,FORMACI�N VAL�RICA,GRATUITO,GRATUITO
2017,24227,6,COLEGIO BAUTISTA EL SHADDAI,,77790150,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4557466764,-7203289005,0,0,0,0,0,0,0,0,0,0,0,3,3,,$1.000 A $10.000,GRATUITO
2017,24228,4,COLEGIO AMUYEN,,77110240,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,2,9,,SIN INFORMACION,SIN INFORMACION
2017,24229,2,ESCUELA LITORAL AUSTRAL,,69240100,1,11,112,11201,AISEN,111,COIHAIQUE,2,1,0,-4541371797,-7269191326,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24230,6,COLEGIO KALEM,,76109725,1,11,112,11201,AISEN,111,COIHAIQUE,3,2,0,-4540799901,-7269456612,1,10,110,214,310,0,0,0,0,0,1,1,1,,GRATUITO,SIN INFORMACION
2017,24231,4,COLEGIO DIEGO PORTALES,,77832320,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4557641749,-72058302,1,10,110,310,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24232,2,ESCUELA ESPECIAL PRE-BASICA CLUB DE LEONES,,65291980,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-45815464,-7205324,0,212,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24233,0,LICEO FRANCISCO XAVIER BUTINA,,65533480,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4558008939,-72042315,1,10,110,310,0,0,0,0,0,0,1,1,2,,$1.000 A $10.000,GRATUITO
2017,24234,9,COLEGIO INGLES COYHAIQUE,,65127288,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-455681888,-7206648234,0,363,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24235,7,CENTRO DE ESTUDIOS FRANCISCO BILBAO,,76024786,1,11,112,11201,AISEN,111,COIHAIQUE,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,24236,6,COLEGIO CAMPO DE HIELO,,65095555,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-45576218,-7206592,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24237,3,CEIA  JOSEFINA MENDEZ E.I.R.L.,,65143013,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4558524,-7206512,0,363,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24238,1,CENTRO DE ESTUDIOS PATAGONIA LTDA,,65144495,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-4559426,-72064316,0,165,363,0,0,0,0,0,0,0,1,1,7,LIBRE PENSADORES,GRATUITO,GRATUITO
2017,24240,3,LICEO BICENTENARIO ALTOS DEL MACKAY,,69240300,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,2,1,0,-45587936,-72087963,0,110,310,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,24241,1,CENTRODE ESTUDIOS PATAGONIA DE AYSEN,,65144495,1,11,112,11201,AISEN,111,COIHAIQUE,3,2,0,-45415573,-7269385,0,165,363,0,0,0,0,0,0,0,1,1,7,VOCACIONAL,GRATUITO,GRATUITO
2017,24243,8,COLEGIO CRISTIANO SEMBRADORES,,65056143,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,,,1,10,110,0,0,0,0,0,0,0,1,1,7,CRISTIANA,GRATUITO,GRATUITO
2017,24244,6,ESCUELA ESPECIAL DE LENGUAJE ALTAMIRA,,78655690,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,-45573539,-72056106,0,0,0,0,0,0,0,0,0,0,0,2,1,,GRATUITO,GRATUITO
2017,40129,3,CENTRO DE ESTUDIOS FRANCISCO BILBAO COYHAIQUE,,76024786,1,11,111,11101,COIHAIQUE,111,COIHAIQUE,3,2,0,,,0,0,0,0,0,0,0,0,0,0,0,3,1,,GRATUITO,GRATUITO
2017,40137,4,COLEGIO SINAI,,76110631,1,11,112,11201,AISEN,111,COIHAIQUE,3,2,0,-4541768094,-7269256498,1,10,110,0,0,0,0,0,0,0,1,1,3,,GRATUITO,GRATUITO
2017,8411,5,LICEO POLITECNICO LUIS CRUZ MARTINEZ,,71165800,1,12,124,12401,NATALES,121,MAGALLANES,1,1,0,-51724397,-72505772,1,410,510,610,0,0,0,0,0,0,1,1,7,"CAT�LICA, EVANG�LICA",$1.000 A $10.000,GRATUITO
2017,8412,3,ESCUELA LIB. BERNARDO O�HIGGINS R.,,71165800,1,12,124,12401,NATALES,121,MAGALLANES,1,1,0,-51731243,-72496995,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8413,1,ESCUELA CORONEL SANTIAGO BUERAS,,71165800,1,12,124,12401,NATALES,121,MAGALLANES,1,1,0,-51735891,-72497767,1,10,110,0,0,0,0,0,0,0,1,1,7,"CAT?LICA, EVANG?LICA",GRATUITO,GRATUITO
2017,8415,8,ESCUELA CAPITAN JUAN LADRILLERO,,71165800,1,12,124,12401,NATALES,121,MAGALLANES,1,1,0,-51730385,-72487542,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8416,6,ESC. DIF. NICOLAS MLADINIC DOBRONIC,,71165800,1,12,124,12401,NATALES,121,MAGALLANES,1,1,0,-51729733,-72505493,0,212,0,0,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8417,4,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,,71165800,1,12,124,12401,NATALES,121,MAGALLANES,1,1,0,-51721016,-72496518,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8419,0,ESC. PROF. MIGUEL S. MONTECINOS C.,,71165800,1,12,124,12401,NATALES,121,MAGALLANES,1,1,1,-49128957,-74414978,0,110,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8420,4,ESC. DE CONCENTRACION FRONTERIZA DOROTEA,,71165800,1,12,124,12401,NATALES,121,MAGALLANES,1,1,1,-51608013,-7233363,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8421,2,LICEO SALESIANO MONSE�OR FAGNANO,,80230500,1,12,124,12401,NATALES,121,MAGALLANES,3,2,0,-51736388,-7249364,1,10,110,310,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8422,0,LICEO MARIA MAZZARELLO,,70083600,1,12,124,12401,NATALES,121,MAGALLANES,3,2,0,-51727987,-72504155,0,10,110,310,0,0,0,0,0,0,1,1,2,,GRATUITO,GRATUITO
2017,8423,9,ESC.HOGAR MUN.FRONTERIZA RAMON SERRANO M,,69251700,1,12,124,12402,TORRES DEL PAINE,121,MAGALLANES,2,1,1,-51255295,-7234582,1,110,0,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8424,7,INSTIT.SUPERIOR DE COMERCIO JOSE MENENDEZ,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53161364,-70905008,1,110,410,463,0,0,0,0,0,0,1,1,1,,$1.000 A $10.000,$1.000 A $10.000
2017,8425,5,LICEO POLIVALENTE MARIA BEHETY DE MENENDEZ,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53165488,-70928633,1,310,510,610,810,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8426,3,COLEGIO ANDINO,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53162366,-70950872,0,165,167,363,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8427,1,LICEO INDUSTRIAL ARMANDO QUEZADA ACHARAN,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53171382,-70919426,1,510,563,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8429,8,LICEO LUIS ALBERTO BARRERA,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53162611,-70897867,1,110,310,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8430,1,LICEO POLIVALENTE SARA BRAUN,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53162498,-70901572,1,310,363,610,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8432,8,CENTRO DE EDUC.INTEGRAL DE ADULTOS CEIA.,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53159551,-70904254,1,165,167,363,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8433,6,ESCUELA LIBERTADOR CAP GRAL BDO OHIGGINS,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53166028,-7091413,1,10,110,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
2017,8434,4,ESCUELA ESPANA,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53171905,-70924312,1,10,110,0,0,0,0,0,0,0,1,1,7,CAT�LICA-EVANG�LICA,GRATUITO,GRATUITO
2017,8435,2,ESCUELA DIECIOCHO DE SEPTIEMBRE,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53165198,-70929891,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8436,0,ESCUELA PORTUGAL,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53157337,-70906639,1,10,110,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
2017,8437,9,ESC. CAPITAN ARTURO PRAT CHACON,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-5315066,-70909842,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8438,7,ESCUELA REPUBLICA DE CROACIA,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53159954,-70897062,1,10,110,0,0,0,0,0,0,0,1,1,1,,$1.000 A $10.000,GRATUITO
2017,8439,5,ESCUELA JUAN WILLIAMS,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53143795,-70905127,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8440,9,ESCUELA CAPITAN ARTURO PRAT CHACON,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,3,9,,SIN INFORMACION,SIN INFORMACION
2017,8441,7,ESCUELA HERNANDO DE MAGALLANES,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53155581,-70931374,1,10,110,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8442,5,ESCUELA PEDRO PABLO LEMAITRE,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53141804,-70903693,1,10,110,310,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO
2017,8443,3,ESCUELA ESPECIAL ROTARIO PAUL HARRIS,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-5315841,-70890681,0,212,214,0,0,0,0,0,0,0,1,1,1,,GRATUITO,GRATUITO
2017,8444,1,ESCUELA PATAGONIA,,70931900,1,12,121,12101,PUNTA ARENAS,121,MAGALLANES,1,1,0,-53142629,-70912207,1,10,110,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO
