Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición niños,Niñas con Desnutrición,Prevalencia Desnutrición niñas,Niños con Bajo Peso,Prevalencia Bajo Peso niños,Niñas con Bajo Peso,Prevalencia Bajo Peso niñas,Niños con Peso Normal,Prevalencia Peso Normal niños,Niñas con Peso Normal,Prevalencia Peso Normal niñas,Niños con Sobrepeso,Prevalencia Sobrepeso niños,Niñas con Sobrepeso,Prevalencia Sobrepeso niñas,Niños con Obesidad,Prevalencia Obesidad niños,Niñas con Obesidad,Prevalencia Obesidad niñas,Niños con Retraso en Talla,Prevalencia Retraso en talla niños,Niñas con Retraso en talla,Prevalencia Retraso en talla niñas,Total Niños,Total Niñas
14629,COLEGIO CASTELIANO,PARTICULAR SUBVENCIONADO,Valparaíso,VIÑA DEL MAR,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,03",20,"0,56",21,"0,64",8,"0,22",6,"0,18",8,"0,22",5,"0,15",1,"0,03",1,"0,03",36,33
14716,PAN AMERICAN COLLEGE VINA DEL MAR,PARTICULAR SUBVENCIONADO,Valparaíso,VIÑA DEL MAR,URBANO,1,"1,00",0,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,0,0,"0,00",0,0,1,"1,00",0,0,1,0
14923,COLEGIO WINTERHILL VIÑA DEL MAR,PARTICULAR SUBVENCIONADO,Valparaíso,VIÑA DEL MAR,URBANO,0,"0,00",0,"0,00",2,"0,18",0,"0,00",3,"0,27",11,"0,69",5,"0,45",5,"0,31",1,"0,09",0,"0,00",0,"0,00",0,"0,00",11,16
40042,COLEGIO CASTILLA Y ARAGON,PARTICULAR SUBVENCIONADO,Valparaíso,VIÑA DEL MAR,URBANO,0,"0,00",0,"0,00",1,"0,06",0,"0,00",10,"0,56",8,"0,50",5,"0,28",5,"0,31",2,"0,11",3,"0,19",0,"0,00",0,"0,00",18,16
40155,COLEGIO DIEGO VELÁZQUEZ,PARTICULAR SUBVENCIONADO,Valparaíso,VIÑA DEL MAR,URBANO,0,"0,00",0,"0,00",2,"0,11",2,"0,09",10,"0,56",6,"0,27",3,"0,17",12,"0,55",3,"0,17",2,"0,09",0,"0,00",0,"0,00",18,22
40252,LICEO JOSÉ CORTÉS BROWN-RECREO,PARTICULAR SUBVENCIONADO,Valparaíso,VIÑA DEL MAR,URBANO,0,"0,00",0,"0,00",4,"0,09",1,"0,02",21,"0,49",24,"0,52",11,"0,26",19,"0,41",7,"0,16",2,"0,04",1,"0,02",0,"0,00",43,46
14675,COLEGIO SAN SEBASTIAN DE AKIVI,PARTICULAR SUBVENCIONADO,Valparaíso,ISLA DE PASCUA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"0,42",4,"0,40",5,"0,42",3,"0,30",2,"0,17",3,"0,30",0,"0,00",0,"0,00",12,10
14881,LICEO ALDEA EDUCATIVA RAPA NUI,MUNICIPAL,Valparaíso,ISLA DE PASCUA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"0,71",3,"0,38",1,"0,14",5,"0,63",1,"0,14",0,"0,00",0,"0,00",0,"0,00",7,8
1194,LICEO MAXIMILIANO SALAS MARCHAN,MUNICIPAL,Valparaíso,LOS ANDES,URBANO,3,"0,02",2,"0,01",6,"0,04",4,"0,03",71,"0,51",87,"0,64",41,"0,30",29,"0,21",17,"0,12",14,"0,10",11,"0,08",0,"0,00",138,136
1195,LICEO COMERCIAL DE LOS ANDES,PARTICULAR SUBVENCIONADO,Valparaíso,LOS ANDES,URBANO,2,"0,02",2,"0,01",6,"0,06",5,"0,03",46,"0,44",83,"0,57",28,"0,27",44,"0,30",22,"0,21",11,"0,08",2,"0,02",4,"0,03",104,145
1196,LICEO TECNICO AMANCAY,MUNICIPAL,Valparaíso,LOS ANDES,URBANO,0,0,0,"0,00",0,0,1,"0,01",0,0,44,"0,51",0,0,23,"0,26",0,0,19,"0,22",0,0,2,"0,02",0,87
1198,LICEO REPUBLICA ARGENTINA,MUNICIPAL,Valparaíso,LOS ANDES,URBANO,1,"0,04",0,"0,00",5,"0,18",0,"0,00",15,"0,54",12,"0,67",4,"0,14",5,"0,28",3,"0,11",1,"0,06",0,"0,00",1,"0,06",28,18
1199,LICEO DE HOMBRES AMERICA,MUNICIPAL,Valparaíso,LOS ANDES,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,"0,37",0,"0,00",19,"0,50",7,"0,70",5,"0,13",3,"0,30",0,"0,00",0,"0,00",38,10
1213,LICEO PARTICULAR MIXTO LOS ANDES,PARTICULAR SUBVENCIONADO,Valparaíso,LOS ANDES,URBANO,1,"0,00",0,"0,00",5,"0,02",4,"0,02",114,"0,42",95,"0,52",127,"0,46",73,"0,40",27,"0,10",11,"0,06",13,"0,05",7,"0,04",274,183
1214,COLEGIO MARIA AUXILIADORA,PARTICULAR SUBVENCIONADO,Valparaíso,LOS ANDES,URBANO,0,0,0,"0,00",0,0,4,"0,05",0,0,51,"0,58",0,0,20,"0,23",0,0,13,"0,15",0,0,1,"0,01",0,88
1226,COLEGIO MARIA MONTESSORI,PARTICULAR SUBVENCIONADO,Valparaíso,LOS ANDES,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,14",5,"0,83",5,"0,71",1,"0,17",1,"0,14",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,7
14670,COLEGIO SAN SEBASTIAN,PARTICULAR SUBVENCIONADO,Valparaíso,LOS ANDES,URBANO,1,"0,03",2,"0,05",1,"0,03",0,"0,00",25,"0,68",24,"0,63",5,"0,14",7,"0,18",5,"0,14",5,"0,13",1,"0,03",1,"0,03",37,38
1255,INSTITUTO AGRICOLA PASCUAL BABURIZZA,PARTICULAR SUBVENCIONADO,Valparaíso,CALLE LARGA,URBANO,0,"0,00",0,"0,00",4,"0,07",0,"0,00",26,"0,45",9,"0,41",18,"0,31",7,"0,32",10,"0,17",6,"0,27",0,"0,00",1,"0,05",58,22
40352,LICEO TEC.PROFESIONAL PEDRO AGUIRRE CERDA,MUNICIPAL,Valparaíso,CALLE LARGA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"0,45",13,"0,57",10,"0,26",7,"0,30",11,"0,29",3,"0,13",4,"0,11",0,"0,00",38,23
1260,LICEO PARROQUIAL TERESITA DE LOS ANDES,PARTICULAR SUBVENCIONADO,Valparaíso,RINCONADA,URBANO,0,"0,00",0,"0,00",0,"0,00",2,"0,09",3,"0,27",10,"0,43",5,"0,45",7,"0,30",3,"0,27",4,"0,17",0,"0,00",1,"0,04",11,23
14877,LICEO SAN ESTEBAN,MUNICIPAL,Valparaíso,SAN ESTEBAN,URBANO,0,"0,00",2,"0,09",1,"0,02",1,"0,04",24,"0,57",7,"0,30",11,"0,26",10,"0,43",6,"0,14",3,"0,13",2,"0,05",2,"0,09",42,23
1119,COLEGIO PARTICULAR SANTA MARIA,PARTICULAR SUBVENCIONADO,Valparaíso,LA LIGUA,URBANO,0,0,0,"0,00",0,0,1,"0,03",0,0,17,"0,43",0,0,14,"0,35",0,0,8,"0,20",0,0,0,"0,00",0,40
1121,LICEO PULMAHUE DE LA LIGUA,MUNICIPAL,Valparaíso,LA LIGUA,URBANO,1,"0,01",0,"0,00",3,"0,03",1,"0,01",41,"0,43",40,"0,43",32,"0,34",38,"0,40",18,"0,19",15,"0,16",0,"0,00",0,"0,00",95,94
1123,ESCUELA GABRIELA MISTRAL,MUNICIPAL,Valparaíso,LA LIGUA,URBANO,0,"0,00",0,"0,00",2,"0,13",0,"0,00",3,"0,20",15,"0,63",8,"0,53",6,"0,25",2,"0,13",3,"0,13",0,"0,00",1,"0,04",15,24
11199,COLEGIO LUIS CRUZ MARTINEZ,MUNICIPAL,Valparaíso,LA LIGUA,URBANO,0,"0,00",0,"0,00",0,"0,00",3,"0,16",6,"0,33",12,"0,63",6,"0,33",0,"0,00",6,"0,33",4,"0,21",1,"0,06",0,"0,00",18,19
14416,COLEGIO DOMINGO ORTIZ DE ROZAS,PARTICULAR SUBVENCIONADO,Valparaíso,LA LIGUA,URBANO,0,"0,00",0,"0,00",4,"0,09",3,"0,07",26,"0,60",29,"0,69",7,"0,16",8,"0,19",6,"0,14",2,"0,05",0,"0,00",1,"0,02",43,42
14487,COLEGIO MAESE DA VINCI,PARTICULAR SUBVENCIONADO,Valparaíso,LA LIGUA,URBANO,0,"0,00",0,"0,00",3,"0,13",1,"0,04",9,"0,39",16,"0,67",8,"0,35",6,"0,25",3,"0,13",1,"0,04",0,"0,00",0,"0,00",23,24
14537,COLEGIO ADONAY PUKALAN,PARTICULAR SUBVENCIONADO,Valparaíso,LA LIGUA,URBANO,1,"0,06",0,"0,00",3,"0,18",1,"0,03",8,"0,47",20,"0,69",3,"0,18",6,"0,21",2,"0,12",2,"0,07",1,"0,06",1,"0,03",17,29
1167,LICEO Y ESCUELA MUNICIPAL,MUNICIPAL,Valparaíso,CABILDO,URBANO,0,"0,00",0,"0,00",5,"0,05",2,"0,03",54,"0,52",29,"0,41",20,"0,19",25,"0,35",24,"0,23",15,"0,21",1,"0,01",0,"0,00",103,71
12177,COLEGIO ANDRES BELLO,PARTICULAR SUBVENCIONADO,Valparaíso,CABILDO,URBANO,0,"0,00",0,"0,00",3,"0,09",3,"0,06",13,"0,41",25,"0,50",10,"0,31",17,"0,34",6,"0,19",5,"0,10",0,"0,00",1,"0,02",32,50
12336,LICEO BICENTENARIO TECNICO PROFESIONAL DE MINERIA,MUNICIPAL,Valparaíso,CABILDO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",33,"0,45",34,"0,60",38,"0,51",22,"0,39",3,"0,04",1,"0,02",5,"0,07",0,"0,00",74,57
14332,COLEGIO PEHUEN,PARTICULAR SUBVENCIONADO,Valparaíso,CABILDO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"0,43",4,"0,40",4,"0,57",5,"0,50",0,"0,00",1,"0,10",0,"0,00",0,"0,00",7,10
14823,COLEGIO ANTONIO ZANOLETTI,PARTICULAR SUBVENCIONADO,Valparaíso,PAPUDO,URBANO,0,"0,00",0,"0,00",1,"0,10",0,"0,00",6,"0,60",7,"1,00",2,"0,20",0,"0,00",1,"0,10",0,"0,00",0,"0,00",0,"0,00",10,7
40099,LICEO TECNICO PROFESIONAL PAPUDO,MUNICIPAL,Valparaíso,PAPUDO,URBANO,0,"0,00",0,"0,00",1,"0,06",0,"0,00",6,"0,35",3,"0,19",6,"0,35",13,"0,81",4,"0,24",0,"0,00",1,"0,06",1,"0,06",17,16
1148,LICEO JOSE MANUEL BORGONO NUNEZ,MUNICIPAL,Valparaíso,PETORCA,URBANO,0,"0,00",1,"0,03",1,"0,03",1,"0,03",18,"0,58",17,"0,53",8,"0,26",9,"0,28",4,"0,13",4,"0,13",1,"0,03",0,"0,00",31,32
1149,LICEO CORDILLERA,MUNICIPAL,Valparaíso,PETORCA,RURAL,0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"0,71",2,"0,50",2,"0,29",1,"0,25",0,"0,00",1,"0,25",0,"0,00",0,"0,00",7,4
1164,COL. CATOLICO  PDTE.MANUEL MONTT,PARTICULAR SUBVENCIONADO,Valparaíso,PETORCA,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,04",5,"0,33",16,"0,62",4,"0,27",5,"0,19",6,"0,40",4,"0,15",0,"0,00",1,"0,04",15,26
1183,LICEO DE ZAPALLAR,MUNICIPAL,Valparaíso,ZAPALLAR,URBANO,0,"0,00",0,"0,00",3,"0,07",1,"0,03",23,"0,51",18,"0,50",10,"0,22",12,"0,33",9,"0,20",5,"0,14",1,"0,02",3,"0,08",45,36
1190,COLEGIO PARROQUIAL FRANCISCO DIDIER,PARTICULAR SUBVENCIONADO,Valparaíso,ZAPALLAR,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,05",10,"0,59",13,"0,65",5,"0,29",6,"0,30",2,"0,12",0,"0,00",0,"0,00",0,"0,00",17,20
1363,LICEO SANTIAGO ESCUTI ORREGO,MUNICIPAL,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",2,"0,04",1,"0,02",32,"0,59",33,"0,63",10,"0,19",13,"0,25",10,"0,19",5,"0,10",1,"0,02",4,"0,08",54,52
1364,COLEGIO VALLE DE QUILLOTA,MUNICIPAL,Valparaíso,QUILLOTA,URBANO,1,"0,04",0,"0,00",2,"0,07",0,"0,00",12,"0,44",19,"0,49",5,"0,19",14,"0,36",7,"0,26",6,"0,15",1,"0,04",1,"0,03",27,39
1366,LICEO COMERCIAL DE QUILLOTA,MUNICIPAL,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",2,"0,03",1,"0,01",31,"0,48",51,"0,41",17,"0,27",48,"0,38",14,"0,22",25,"0,20",2,"0,03",6,"0,05",64,125
1391,LICEO COMERCIAL PARTICULAR,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",1,"0,09",0,"0,00",8,"0,73",13,"0,54",0,"0,00",7,"0,29",2,"0,18",4,"0,17",0,"0,00",0,"0,00",11,24
1392,COLEGIO FRANCISCO DE MIRANDA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,1,"0,03",0,"0,00",1,"0,03",4,"0,06",21,"0,53",35,"0,56",14,"0,35",21,"0,34",3,"0,08",2,"0,03",0,"0,00",0,"0,00",40,62
1393,COLEGIO NIÑO JESUS DE PRAGA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",4,"0,21",0,"0,00",10,"0,53",23,"0,70",2,"0,11",6,"0,18",3,"0,16",4,"0,12",0,"0,00",1,"0,03",19,33
1395,COLEGIO SAN PEDRO NOLASCO DE QUILLOTA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",2,"0,05",0,"0,00",19,"0,46",27,"0,66",12,"0,29",6,"0,15",8,"0,20",8,"0,20",5,"0,12",0,"0,00",41,41
1397,ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,1,"0,01",0,0,10,"0,06",0,0,76,"0,48",0,0,61,"0,39",0,0,9,"0,06",0,0,2,"0,01",0,0,157,0
1400,COLEGIO SAN LUIS,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",1,"0,08",0,"0,00",8,"0,62",10,"0,91",4,"0,31",1,"0,09",0,"0,00",0,"0,00",1,"0,08",0,"0,00",13,11
1405,COLEGIO INGLES DE QUILLOTA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"0,39",19,"0,46",12,"0,52",22,"0,54",2,"0,09",0,"0,00",0,"0,00",1,"0,02",23,41
12295,COLEGIO SAN IGNACIO DE LA SSALLE,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",1,"0,06",0,"0,00",10,"0,59",20,"0,61",2,"0,12",13,"0,39",4,"0,24",0,"0,00",0,"0,00",0,"0,00",17,33
14206,LICEO AGRICOLA DE QUILLOTA,MUNICIPAL,Valparaíso,QUILLOTA,URBANO,1,"0,09",0,"0,00",1,"0,09",0,"0,00",2,"0,18",3,"1,00",4,"0,36",0,"0,00",3,"0,27",0,"0,00",0,"0,00",0,"0,00",11,3
14270,COLEGIO GOBERNADOR CONCHA Y SALVATIERRA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,09",6,"0,46",5,"0,45",3,"0,23",4,"0,36",4,"0,31",1,"0,09",2,"0,15",0,"0,00",13,11
14397,COLEGIO CRISTIANO DE QUILLOTA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",2,"0,25",0,"0,00",2,"0,25",0,"0,00",2,"0,25",2,"0,67",2,"0,25",1,"0,33",1,"0,13",0,"0,00",8,3
14594,COLEGIO QUILLOTA TERRANOVA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"0,18",7,"0,78",9,"0,82",2,"0,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,9
14671,COLEGIO TIERRA DEL FUEGO,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",1,"0,04",0,"0,00",12,"0,43",24,"0,59",12,"0,43",12,"0,29",3,"0,11",5,"0,12",0,"0,00",1,"0,02",28,41
14673,COLEGIO NUEVA ERA SIGLO XXI  QUILLOTA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,1,"0,07",0,"0,00",2,"0,14",2,"0,22",7,"0,50",5,"0,56",4,"0,29",2,"0,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,9
14770,COL.PRECURSOR FRANCISCO DE MIRANDA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",1,"0,08",2,"0,13",3,"0,23",9,"0,56",5,"0,38",5,"0,31",4,"0,31",0,"0,00",0,"0,00",0,"0,00",13,16
14901,COLEGIO SIMON BOLIVAR,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"0,25",11,"0,69",4,"0,50",5,"0,31",2,"0,25",0,"0,00",0,"0,00",1,"0,06",8,16
16945,COLEGIO GIORDANO BRUNO,PARTICULAR SUBVENCIONADO,Valparaíso,QUILLOTA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"0,64",9,"0,60",2,"0,18",5,"0,33",2,"0,18",1,"0,07",0,"0,00",0,"0,00",11,15
1422,LICEO PEDRO DE VALDIVIA,MUNICIPAL,Valparaíso,LA CALERA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,40",6,"0,38",5,"0,33",5,"0,31",4,"0,27",5,"0,31",0,"0,00",1,"0,06",15,16
1425,COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO,MUNICIPAL,Valparaíso,LA CALERA,URBANO,0,"0,00",0,"0,00",1,"0,05",0,"0,00",12,"0,63",9,"0,41",3,"0,16",8,"0,36",3,"0,16",5,"0,23",1,"0,05",2,"0,09",19,22
1436,LICEO PARTICULAR SAN JOSE,PARTICULAR SUBVENCIONADO,Valparaíso,LA CALERA,URBANO,0,"0,00",0,"0,00",1,"0,50",0,"0,00",0,"0,00",0,"0,00",1,"0,50",0,"0,00",0,"0,00",1,"1,00",0,"0,00",0,"0,00",2,1
1437,COLEGIO TERESA BROWN DE ARIZTIA,PARTICULAR SUBVENCIONADO,Valparaíso,LA CALERA,URBANO,0,0,1,"0,01",0,0,3,"0,04",0,0,33,"0,41",0,0,26,"0,32",0,0,18,"0,22",0,0,1,"0,01",0,81
1443,LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO,PARTICULAR SUBVENCIONADO,Valparaíso,LA CALERA,URBANO,3,"0,01",0,"0,00",10,"0,04",1,"0,06",112,"0,50",8,"0,50",59,"0,26",2,"0,13",42,"0,19",5,"0,31",12,"0,05",0,"0,00",226,16
11240,ESCUELA SAN GABRIEL DE LA RIVERA,PARTICULAR SUBVENCIONADO,Valparaíso,LA CALERA,URBANO,1,"0,05",0,"0,00",0,"0,00",0,"0,00",12,"0,57",13,"0,54",7,"0,33",8,"0,33",1,"0,05",3,"0,13",1,"0,05",1,"0,04",21,24
14210,COLEGIO BECARB II,PARTICULAR SUBVENCIONADO,Valparaíso,LA CALERA,URBANO,0,"0,00",0,"0,00",1,"0,02",0,"0,00",13,"0,25",37,"0,48",34,"0,67",34,"0,44",3,"0,06",6,"0,08",0,"0,00",0,"0,00",51,77
14782,COLEGIO ANTUMAPU,PARTICULAR SUBVENCIONADO,Valparaíso,LA CALERA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,46",6,"0,60",5,"0,38",4,"0,40",2,"0,15",0,"0,00",0,"0,00",1,"0,10",13,10
14902,COLEGIO FUNDADORES DE LA CALERA,PARTICULAR SUBVENCIONADO,Valparaíso,LA CALERA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"0,61",7,"0,54",4,"0,22",3,"0,23",3,"0,17",3,"0,23",1,"0,06",0,"0,00",18,13
1453,LICEO MUNICIPAL LUIS LABORDA,MUNICIPAL,Valparaíso,HIJUELAS,URBANO,0,"0,00",0,"0,00",3,"0,13",1,"0,03",13,"0,57",21,"0,54",5,"0,22",11,"0,28",2,"0,09",6,"0,15",1,"0,04",1,"0,03",23,39
11177,COLEGIO PARROQUIAL SAN NICOLAS,PARTICULAR SUBVENCIONADO,Valparaíso,HIJUELAS,URBANO,0,"0,00",0,"0,00",1,"0,03",0,"0,00",13,"0,43",25,"0,54",12,"0,40",17,"0,37",4,"0,13",4,"0,09",0,"0,00",0,"0,00",30,46
1414,COLEGIO LEONARDO DA VINCI,MUNICIPAL,Valparaíso,LA CRUZ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"0,36",5,"0,56",7,"0,64",4,"0,44",0,"0,00",0,"0,00",1,"0,09",0,"0,00",11,9
1421,LICEO SAN ISIDRO,PARTICULAR SUBVENCIONADO,Valparaíso,LA CRUZ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"0,20",23,"0,79",8,"0,80",6,"0,21",0,"0,00",0,"0,00",1,"0,10",0,"0,00",10,29
14868,LICEO TECNICO AGRICOLA OBISPO RAFAEL LIRA INF,PARTICULAR SUBVENCIONADO,Valparaíso,LA CRUZ,URBANO,0,"0,00",0,"0,00",1,"0,07",0,"0,00",7,"0,47",6,"0,38",2,"0,13",7,"0,44",5,"0,33",3,"0,19",1,"0,07",0,"0,00",15,16
1444,LICEO MUNICIPAL JUAN RUSQUE PORTAL,MUNICIPAL,Valparaíso,NOGALES,URBANO,0,"0,00",0,"0,00",0,"0,00",2,"0,11",7,"0,47",11,"0,58",7,"0,47",5,"0,26",1,"0,07",1,"0,05",0,"0,00",0,"0,00",15,19
1449,LICEO FELIPE CORTES,PARTICULAR SUBVENCIONADO,Valparaíso,NOGALES,URBANO,0,"0,00",0,"0,00",1,"0,03",1,"0,02",18,"0,47",27,"0,66",16,"0,42",9,"0,22",3,"0,08",4,"0,10",1,"0,03",3,"0,07",38,41
1450,COLEGIO SANTA ISABEL,PARTICULAR SUBVENCIONADO,Valparaíso,NOGALES,URBANO,0,"0,00",1,"0,03",1,"0,05",0,"0,00",13,"0,68",16,"0,52",4,"0,21",9,"0,29",1,"0,05",5,"0,16",0,"0,00",1,"0,03",19,31
14215,LICEO AGRICOLA CHRISTA MOCK,PARTICULAR SUBVENCIONADO,Valparaíso,NOGALES,URBANO,0,"0,00",1,"0,02",2,"0,04",1,"0,02",22,"0,44",22,"0,39",15,"0,30",24,"0,42",11,"0,22",9,"0,16",0,"0,00",3,"0,05",50,57
40305,COLEGIO JUAN PABLO II,PARTICULAR SUBVENCIONADO,Valparaíso,NOGALES,URBANO,0,"0,00",0,"0,00",1,"0,06",1,"0,05",7,"0,41",16,"0,73",4,"0,24",5,"0,23",5,"0,29",0,"0,00",2,"0,12",0,"0,00",17,22
2012,PROFESOR JUAN DANTE PARRAGUEZ ARELLANO,MUNICIPAL,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",1,"0,02",1,"0,03",24,"0,38",20,"0,50",30,"0,47",15,"0,38",9,"0,14",4,"0,10",3,"0,05",1,"0,03",64,40
2013,INST.COMERCIAL MARITIMO PACIFICO SUR,MUNICIPAL,Valparaíso,SAN ANTONIO,URBANO,1,"0,01",0,"0,00",2,"0,03",3,"0,02",37,"0,46",65,"0,47",21,"0,26",41,"0,29",19,"0,24",30,"0,22",2,"0,03",4,"0,03",80,139
2018,ESCUELA MOVILIZADORES PORTUARIOS,MUNICIPAL,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",1,"0,05",0,"0,00",6,"0,32",12,"0,57",8,"0,42",7,"0,33",4,"0,21",2,"0,10",1,"0,05",0,"0,00",19,21
2019,ESCUELA ESPANA,MUNICIPAL,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",1,"0,17",0,"0,00",0,"0,00",2,"1,00",2,"0,33",0,"0,00",2,"0,33",0,"0,00",1,"0,17",0,"0,00",0,"0,00",2,6
2035,ESCUELA BASICA CUNCUMEN,MUNICIPAL,Valparaíso,SAN ANTONIO,RURAL,0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"0,33",1,"0,20",2,"0,22",3,"0,60",4,"0,44",1,"0,20",0,"0,00",0,"0,00",9,5
2040,LICEO NACIONAL DE LLO LLEO,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,03",12,"0,40",20,"0,67",8,"0,27",7,"0,23",10,"0,33",2,"0,07",0,"0,00",2,"0,07",30,30
2041,LICEO SANTA TERESITA DE LLOLLEO,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",2,"0,03",1,"1,00",24,"0,36",0,"0,00",25,"0,38",0,"0,00",15,"0,23",0,"0,00",0,"0,00",1,66
2042,INSTITUTO DEL PUERTO DE SAN ANTONIO,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",14,"0,36",23,"0,62",17,"0,44",6,"0,16",8,"0,21",8,"0,22",0,"0,00",1,"0,03",39,37
2043,INSTITUTO ERCILLA,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",2,"0,08",0,"0,00",10,"0,38",8,"0,50",12,"0,46",5,"0,31",2,"0,08",3,"0,19",1,"0,04",0,"0,00",26,16
2044,ESCUELA INDUSTRIAL SAN ANTONIO,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,2,"0,01",0,"0,00",2,"0,01",0,"0,00",72,"0,41",16,"0,48",67,"0,39",15,"0,45",31,"0,18",2,"0,06",15,"0,09",3,"0,09",174,33
2045,LICEO GABRIELA MISTRAL,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"0,56",12,"0,80",3,"0,33",3,"0,20",1,"0,11",0,"0,00",0,"0,00",0,"0,00",9,15
2047,COLEGIO PARTICULAR SARA CRUCHAGA,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,0,0,"0,00",0,0,0,"0,00",0,0,25,"0,57",0,0,16,"0,36",0,0,3,"0,07",0,0,0,"0,00",0,44
2048,COLEGIO SAGRADA FAMILIA,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,0,0,"0,00",0,0,0,"0,00",0,0,8,"0,27",0,0,10,"0,33",0,0,12,"0,40",0,0,0,"0,00",0,30
2049,COLEGIO FUND.EDUC. FERNANDEZ LEON,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",1,"0,04",0,"0,00",1,"0,04",5,"0,29",11,"0,42",8,"0,47",10,"0,38",4,"0,24",3,"0,12",0,"0,00",0,"0,00",17,26
